PerfilD;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287
0;4.57863304;3.85368282;5.13520238;3.03583278;3.1436629;3.99303252;3.73755806;3.06984074;3.26144658;3.3958195;4.3430657;3.39416058;5.00995356;8.4489051;9.18297942;8.29047778;7.1615793;6.68961512;6.92850034;6.8895156;6.770073;5.99618448;5.96383544;4.11330458;3.0797943;2.97611148;3.16191108;3.06901128;3.32448574;3.3493696;2.97196416;3.1834771;2.9868945;3.28135368;3.15444592;3.0573988;3.75995356;3.32863304;2.8276377;2.98938288;3.44641672;3.17601194;3.5841075;3.4115793;3.33112144;3.21167884;3.30789648;3.08643;3.28715992;3.47295952;3.35019908;3.1768414;2.7878235;3.93662906;5.92568016;5.0995355;5.43878566;5.48357664;5.33759124;5.93895156;6.27322496;5.42800266;5.5109489;3.37923026;3.35102854;3.42402124;3.47378898;3.35683478;3.24236894;2.9802588;3.53351028;3.83211678;3.33443928;2.84422694;3.4713006;4.86811546;3.22495024;4.39781022;3.55258792;1.4623424;1.26824818;1.11562708;0.65859324;0.331785;0.30441274;0.4910418;1.28151958;4.67070338;4.58278036;4.71300598;2.8143663;4.63669542;2.78616456;4.82996018;2.71068348;4.59024552;2.85335102;4.62508294;2.90809556;4.11247512;3.72926344;3.0731586;4.52305906;2.72893166;4.69061048;2.61529528;5.0530856;4.23108826;10.6726941;11.45487724;5.15345056;4.25763106;3.65875912;3.30209024;5.254645;2.89482416;4.00049768;3.45305242;3.01177836;4.41522894;3.85119442;6.5552422;5.80872594;2.63603186;4.13652952;7.0794625;7.73639682;11.73523556;11.9401128;10.09704712;6.41174518;10.41224286;6.35119442;4.91954214;3.47959522;3.20172528;6.33294626;7.77952886;7.84422694;4.5263769;3.7765428;3.45885866;3.97478434;3.94160584;3.92667552;3.88520238;3.14117452;3.46715328;4.37043796;4.75696748;3.9756138;4.64333112;3.39084274;3.40660252;3.4090909;3.39996682;3.48125414;3.26393498;2.9006304;2.83261446;2.87574652;2.83676178;2.82183146;3.50282018;3.61645654;3.58493696;3.65958858;4.0486065;3.5177505;4.0842734;3.91340412;4.22528202;4.24933642;4.73706038;4.32481752;4.26592568;4.21366954;3.89847378;4.35550764;4.38619774;4.21947578;4.02538156;4.02952886;4.32481752;4.57116788;7.91639018;5.90577306;7.71814864;10.08294626;8.26725282;5.61794956;5.70836098;5.70919044;5.63205044;5.63868614;5.64863968;8.17435302;9.84820836;9.89963504;5.78218314;5.61214334;5.62458526;6.45072992;6.8430657;6.9226941;7.11181154;7.41705374;7.60534174;6.77090246;6.6572661;6.13387524;6.6041805;6.80159256;6.65975448;6.92352356;7.26443264;6.9226941;6.6838089;6.57929662;10.08792302;7.32249502;7.26692104;7.15992038;6.92103516;7.34489052;7.6194426;7.93878566;8.2498341;8.0175846;5.50928998;6.30640346;4.44343066;4.59605176;4.23938288;4.9137359;7.8848706;6.6108162;6.29064366;6.28649636;5.37242866;4.92534838;5.16257466;5.89333112;6.7543132;8.13205044;7.46599204;7.33742534;7.40627074;7.21300598;6.86629064;7.74800928;6.84140676;7.0554081;6.14299934;6.26741872;6.25414732;6.23921698;6.4158925;6.27322496;6.32382216;6.21267418;5.8692767;5.43629728;5.2745521;5.4139018;4.7677505;3.2655939;3.31453218;3.33526874;3.21333776;3.42070338;2.48424022;1.54362972;1.7169874;1.63570006;1.7609489;1.44741208;0.984572;0.79794294;0.50182482;0.56071666;0.73407432;0.8095554;0.6303915;0.77554744;0.7631055;0.57481752;0.4114134
1;0.31270736;0.31519576;0.47694094;0.46615792;0.56237558;0.60716656;0.43629728;0.26293962;0.26376908;0.34588586;0.4711347;0.45537492;0.5001659;0.60799602;0.42883212;0.4470803;0.43629728;0.59555408;0.61214334;0.60716656;0.49933642;0.46781686;0.41970802;0.27289316;0.39067684;0.48772396;0.47279362;0.4711347;0.36579296;0.34920372;0.42966158;0.39316522;0.48274718;0.4777704;0.47445256;0.38238222;0.37740544;0.45537492;0.6461513;0.76144658;0.62541474;0.5573988;0.36247512;0.27123424;0.2745521;0.3077306;0.54495686;0.62707366;0.53832116;0.34007962;0.27786994;1.71532846;2.62276046;2.78367618;2.74303252;2.8384207;2.72395488;2.5729927;2.59538818;1.88619774;0.652787;0.63536828;0.55159256;0.42385534;0.43297942;0.4139018;0.46532846;0.4844061;0.46615792;0.3143663;0.28450564;0.27704048;0.34422694;0.64200398;0.60218978;0.43463836;0.28948242;0.28201726;0.27786994;0.4205375;0.4868945;4.43928334;3.81718646;1.24170538;1.24170538;1.25580624;1.54777704;1.59256802;6.28649636;6.76509622;7.1416722;7.95454546;8.50945588;6.91771732;5.06967486;4.79263438;3.4580292;4.1614134;7.1084937;7.3473789;3.9623424;2.7786994;2.6260783;2.56138022;2.56303916;2.5862641;3.4489051;7.30839416;7.5066357;5.7166556;2.57133378;2.5796284;2.57879894;2.63022562;2.57216324;2.53898474;2.46848042;2.53566688;2.44525548;2.49917054;2.62358992;2.62027206;2.55391506;2.42451892;2.43281354;2.59870604;2.63520238;2.6526211;2.63520238;2.59455872;2.45106172;2.46516258;2.43696084;2.7123424;2.964499;2.84671532;3.02919708;3.00846052;3.10550764;3.1967485;3.2033842;3.42070338;3.56005308;3.48125414;3.27305906;3.21582614;3.2365627;3.22080292;3.29545454;3.71184472;5.47279362;5.33095554;2.7388852;2.7679164;2.77704048;2.75547446;2.93878566;3.44807564;3.68198408;3.66456536;3.58991374;3.4580292;3.3029197;3.29379562;3.38835434;3.35351692;3.37674188;2.45852688;2.08278036;2.83095554;3.1768414;3.43895156;3.72511612;3.7234572;3.66539482;3.76493032;3.69359654;3.60816192;3.71930988;3.79396152;3.91008626;3.94409422;3.4422694;3.36347048;3.25812874;3.37674188;3.8694426;3.59654944;3.60484406;3.3850365;3.37425348;3.37425348;3.25564034;3.2523225;3.45222296;3.40826144;3.36098208;3.25066358;3.59323158;5.17169874;4.52140014;5.18165228;4.40527538;3.75165892;3.57830126;3.45305242;4.12076974;5.77554744;4.76609158;3.83377572;4.02621102;4.76692104;4.34223624;3.73092236;4.20620438;5.12110152;5.39648308;5.22810218;5.43878566;5.22644326;5.04147312;4.08344392;3.64216988;4.44591904;4.50315196;4.92617784;5.27040478;4.68065694;2.85915726;2.76376908;3.6504645;4.96433312;9.17302588;9.6458195;10.13520238;6.01526212;3.4688122;3.5442933;3.91672196;3.02090246;3.2763769;3.33526874;5.83526874;7.65676842;7.06453218;6.64731254;5.86015262;6.99485734;6.8828799;6.86546118;6.81320504;6.7767087;6.66970802;6.65892502;5.9422694;4.40527538;4.05441274;4.02289316;3.72926344;3.70520902;3.52853352;3.28135368;3.152787;2.93961512;2.99270072;2.86579296;2.67750498;2.74386198;2.7720637;2.78201726;2.8516921;2.79943596;2.831785;5.73739216;5.21400132;5.09870604;4.46748506;3.93994692;4.3073988;4.29827472;4.2634373;3.95985402;3.58161912;3.62889848;1.8140345;0.86015262;0.74817518;0.73158594
2;0.72743862;0.67186464;0.51841406;0.41887856;0.36828136;0.52090246;1.74518912;2.77952886;2.6658925;2.76045122;3.00763106;2.7455209;1.42086928;0.5731586;0.54827472;0.4910418;0.4072661;0.51177836;0.43049104;0.3541805;0.4445919;0.57564698;0.55242204;0.57398806;0.53583278;0.68098872;0.6436629;0.52753816;0.5532515;0.58228268;0.57481752;0.37491706;0.37906436;0.44956868;0.5267087;0.41307232;0.58062376;0.5839416;0.50348374;0.3674519;0.37740544;0.36164566;0.50514266;0.51924354;0.58145322;0.56984074;0.453716;0.36662242;0.36330458;0.4512276;0.57481752;0.80043132;0.80789648;0.7125083;0.4736231;0.3583278;0.3674519;0.37325812;0.37491706;0.59887194;0.72660916;0.57896484;0.3541805;0.3715992;0.3740876;0.35335102;0.3649635;0.5665229;0.64946914;0.63453882;0.3915063;0.36413404;0.3649635;0.37076974;0.4139018;0.58643;0.6262442;0.70255474;0.6901128;0.53251494;0.52256138;4.95189118;4.66904446;3.48374254;1.69625082;1.14631718;1.15627074;1.06668878;1.02936298;1.12060384;3.75331786;6.23341074;6.59256802;7.06370272;5.98623092;5.68762442;5.72080292;7.61778368;8.81303916;6.66058394;3.97727272;3.74834108;3.24236894;4.27587924;10.04893828;14.64084274;13.45305242;12.42534838;11.31718646;8.69359654;4.50978766;4.94940278;3.35683478;2.32000664;0.92982748;0.62956204;0.34173856;0.33510286;0.48772396;0.4844061;0.40228932;0.52836762;0.50846052;0.43214996;0.32929662;0.36164566;0.67518248;0.92816854;0.98125414;1.68049104;1.01360318;1.13553418;5.01244194;9.53135368;7.05623756;4.04694758;4.15311878;4.01874586;4.1746848;3.55507632;3.50779694;3.72096882;3.8030856;3.2896483;3.12458526;1.04761114;0.65859324;0.4578633;0.44293298;0.6104844;0.45288652;0.4379562;0.50514266;0.4802588;0.29943596;0.29777704;0.3010949;0.44376244;0.7232913;0.85102854;0.4935302;0.43214996;0.28450564;0.27786994;0.31353682;0.4470803;0.48606502;0.52173192;0.51177836;0.54744526;0.48108826;0.47611148;0.45869276;0.60799602;0.59555408;0.49933642;0.51260784;0.30938952;0.30441274;0.31270736;0.29777704;0.47279362;0.62458526;0.46615792;0.40809556;0.27123424;0.27123424;0.26874586;0.29777704;0.66937624;1.72859986;2.8077306;2.64681486;2.54562044;2.71814864;2.70985402;2.67169874;2.93297942;3.06569344;2.75132714;2.59704712;2.57216324;2.50829462;2.52322496;2.51244194;2.71814864;2.9935302;3.06735236;3.0068016;2.86828136;3.90842734;4.5529197;4.51144658;5.21648972;7.43530192;7.85003318;4.6657266;5.09787658;5.58808892;5.9621765;4.38122096;3.89017916;4.38370936;4.10335102;3.83460518;3.63885202;3.66539482;3.74917054;3.95902456;4.1149635;2.79943596;2.64681486;4.15643662;4.7478434;4.74037824;4.65992038;2.84256802;2.61778368;2.63603186;4.01625746;4.03699402;5.28367618;6.02521566;9.546284;8.57415394;7.5796284;6.47478434;4.91207698;4.78682814;4.601858;4.66987392;4.77936298;4.72213006;4.58526874;4.49071002;4.48988056;3.64631718;3.17518248;1.66721964;1.48556736;1.32465162;1.14465826;1.1106503;2.16074984;2.02969476;1.8405773;1.49966822;1.63321168;1.5286994;1.34621766;1.35451228;1.23092236;1.15875912;0.71582614;0.85434638;0.8228268;0.68513604;0.597213;0.68181818;0.62956204;0.55159256;0.6328799;0.68181818;0.68513604;0.50597214;0.47445256;0.62956204;0.8916722
3;1.78666224;1.94508958;1.23175182;0.5466158;0.40809556;0.51011944;0.6262442;0.55159256;0.53168546;0.54163902;0.50182482;0.35998672;0.29031188;0.3541805;0.4404446;0.35252156;0.42551426;0.49933642;0.47445256;0.29362972;0.28699402;0.35003318;0.4445919;0.32349038;0.49435966;0.50763106;0.4404446;0.29694758;0.28699402;0.35335102;0.9621765;2.89980092;2.98855342;2.9603517;2.82349038;2.60285336;1.32465162;0.321002;0.45454546;0.47528202;0.5068016;0.50182482;0.32929662;0.29943596;0.2986065;0.29280026;0.4271732;0.58228268;0.52339084;0.46615792;0.30192436;0.3143663;0.30192436;0.32017252;0.34837426;0.68098872;0.54827472;0.58477106;0.46284008;0.43712674;0.44210352;0.4047777;0.30938952;0.5997014;0.6262442;0.3583278;0.26211016;0.265428;0.26376908;0.26376908;0.35915726;0.48108826;0.62209688;0.43049104;0.27289316;0.27372262;0.27372262;0.2745521;0.49850696;0.6104844;0.81950896;0.44376244;0.36330458;0.27289316;0.41556072;0.50348374;1.02272728;6.2168215;2.36396814;2.14664898;2.24203716;2.1590909;2.69409422;5.23142004;5.22976112;5.86181154;10.71582614;11.9334771;11.23838752;6.12226278;5.20321832;4.58941606;4.99004644;4.10335102;3.73921698;2.61612476;2.77621102;2.6725282;2.51741872;2.70819508;2.7123424;2.8077306;2.7123424;2.699071;2.83593232;2.8541805;2.65179164;2.75049768;2.72395488;2.60285336;2.52322496;2.52405442;2.59787658;2.64017916;2.64930326;2.65842734;2.65179164;2.48755806;2.44608494;2.44110816;3.40743198;6.65394824;7.98274718;7.13171864;7.16655608;7.11015262;7.05374918;6.30059722;6.73772396;6.07166556;5.48357664;3.36595886;2.96615792;2.70238886;2.80026542;3.1395156;2.74137358;2.91887856;2.754645;3.05656934;2.73473788;2.57879894;2.5464499;2.53234904;2.72644326;2.92966158;2.7745521;3.47959522;2.79943596;2.55640346;2.54230258;2.54147312;2.80358328;2.94790976;2.9338089;2.84007962;2.71731918;2.70653616;2.66091572;2.64681486;2.8715992;2.90228932;2.75547446;2.5729927;2.57631056;2.57879894;2.57050432;2.80607166;2.71566026;0.66357;0.40892502;0.32680822;0.30690112;0.31353682;0.44210352;0.520073;0.530856;0.56735236;0.41307232;0.31021898;0.45454546;0.5001659;0.69840744;0.67186464;0.62956204;0.43629728;0.45620438;0.31270736;0.33510286;0.6660584;0.72660916;0.72826808;0.6104844;3.48374254;0.6768414;0.58145322;0.51177836;0.7058726;0.7365627;0.7166556;0.6569343;0.64863968;1.50713338;1.55607166;2.0023225;2.06950896;2.0661911;2.15743198;2.0330126;3.285501;5.50597214;8.53848706;8.47710684;8.61894492;8.23490378;6.52786994;6.5419708;6.70288652;6.4225282;6.31967486;6.4158925;6.53367618;6.61413404;6.20437956;4.9867286;5.20819508;6.22843398;6.99817518;10.23473788;6.77090246;6.74850696;6.74518912;8.3029197;7.0131055;8.08808892;7.4601858;6.75597214;7.06370272;6.6415063;7.53483742;7.36894492;7.3473789;7.300929;7.29097544;7.44774386;7.50082946;7.54893828;7.43115462;7.36562708;7.2387193;7.22627738;7.40295288;7.48506968;7.58792302;7.39880558;7.39299934;7.36977438;7.33576642;7.06287326;6.5179164;5.92650962;5.08709356;5.07465162;5.00746516;4.99419376;5.04976776;5.03898474;5.1260783;5.16921036;5.16838088;4.95106172;4.61844724;4.34638354;4.45504314;4.5197412;4.5952223;4.92534838;4.45255474
4;3.15361646;2.7455209;2.76045122;2.77040478;2.92302588;3.00928998;3.07647644;2.80275382;3.6902787;3.90013272;2.91887856;2.566357;2.84422694;3.05159256;3.01675514;2.71400132;2.70819508;2.5398142;2.5331785;2.55889184;2.7919708;2.90311878;2.73639682;2.48755806;2.5331785;2.53732582;2.54230258;2.57133378;2.8052422;2.8807233;2.7123424;2.5265428;2.5331785;2.51907764;2.53898474;1.12309224;0.53666224;0.6303915;0.41639018;0.27289316;0.40975448;0.4445919;0.43961512;0.51177836;0.66108162;0.63122096;0.40145986;0.27289316;0.27289316;0.28201726;0.27538156;0.35749834;0.48772396;0.65610484;0.42966158;0.2745521;0.28035832;0.27040478;0.265428;0.38652952;0.48191772;0.5374917;0.45537492;0.3052422;0.26376908;0.26708692;0.25630392;0.39067684;0.58145322;0.64532184;0.59140676;0.55656934;0.43214996;0.3052422;0.27289316;0.43546782;0.48606502;0.46201062;0.32183146;0.43878566;0.3450564;0.26708692;0.27040478;1.41921036;2.73722628;2.40461182;1.75597214;2.14333112;1.22843398;1.05839416;1.04927008;5.31685468;2.93463836;2.67003982;3.13370936;3.52936298;2.12093564;2.3208361;1.78666224;2.32913072;1.91522894;1.9094227;2.00978766;4.66489714;5.82614466;5.25298606;3.5774718;3.27969476;6.43828798;7.58211678;7.12342402;8.1038487;7.57796948;7.46433312;3.95321832;2.8143663;2.8541805;2.8516921;2.77786994;2.65345056;2.6725282;6.16871268;7.27023888;7.19973458;4.05192436;2.91224286;2.90394824;2.73473788;2.62358992;2.57050432;0.63785666;0.34007962;0.6793298;0.66108162;1.46317186;0.47942932;0.34616236;0.34920372;0.34588586;0.42966158;0.56237558;0.80374918;3.55507632;1.48639682;0.30938952;0.31353682;1.03682814;0.39648308;0.52504976;1.08825482;0.8983079;0.49684804;0.6370272;2.58709356;5.04313206;5.15013272;5.02239548;4.91705374;4.72959522;3.9291639;4.137359;3.75248838;3.75580624;2.16074984;0.83443928;1.71615792;2.57548108;2.57796948;2.632714;2.67999336;6.14963504;3.08228268;2.9777704;1.93430656;0.69757796;0.53251494;0.44542136;0.9713006;0.9115793;0.56237558;0.53915064;0.3782349;0.36413404;0.32183146;0.59555408;0.91240876;0.5134373;0.51509622;0.39067684;0.58725946;0.3185136;0.3118779;2.0728268;2.67086928;2.7786994;2.9603517;2.91473126;2.66174518;2.61861314;2.59704712;2.50165892;2.60036496;2.67999336;2.88570006;2.70155938;0.39897146;0.89001328;2.0620438;2.00315196;3.35102854;3.51443264;3.45222296;5.10534174;6.11230922;6.3959854;5.72412076;5.45537492;5.0265428;5.09372926;4.87060384;5.30690112;7.2478434;5.25132714;5.5134373;4.38205044;3.58659588;3.61977438;3.54346384;3.47378898;3.39996682;3.66788322;3.72096882;4.41937624;4.6259124;4.71051758;4.44840744;2.91307232;2.19973458;5.73158594;9.46084936;9.19210352;9.33643;3.5642004;3.39996682;3.32780358;3.29379562;3.2697412;3.50945588;4.34140676;6.22926344;4.65162574;4.63420704;3.94160584;3.94741208;3.75331786;3.43895156;2.74717982;2.73722628;0.66771732;0.3185136;0.24717982;0.24717982;0.24800928;0.24717982;0.47196416;0.45537492;0.4910418;0.47694094;0.3384207;0.27123424;0.26293962;0.25713338;0.45288652;0.46615792;0.61877904;0.51011944;0.53583278;0.5706702;0.40892502;0.25962176;0.42551426;0.47279362;0.46366954;0.35003318;0.27289316;0.26957532;0.42302588;0.37574652
5;0.4072661;0.47694094;0.4736231;0.35998672;0.26874586;0.26874586;0.2720637;0.30856006;0.5374917;0.53251494;0.464499;0.37076974;0.26293962;0.40311878;0.43712674;0.4379562;0.50348374;0.6834771;0.63122096;0.44625082;0.26459854;0.26708692;0.26459854;0.265428;0.31602522;0.4910418;0.47611148;0.40643662;0.44127406;0.3674519;0.2745521;0.27786994;0.30358328;0.50099536;0.48274718;0.4205375;0.27289316;0.2720637;0.3409091;0.42634372;0.3649635;0.6726941;0.65527538;0.5930657;0.4313205;0.34173856;0.27289316;0.26957532;0.27040478;0.5731586;0.61877904;0.45205706;0.27538156;0.29362972;0.27289316;0.26957532;0.26957532;0.4313205;0.4802588;0.46781686;1.703716;2.64266756;2.52903118;2.52903118;2.53483742;2.66340412;1.18613138;0.48108826;0.40643662;0.44790976;0.45039814;0.60136032;0.55491042;0.42302588;0.50265428;0.48274718;0.35335102;0.28284672;0.27621102;0.27040478;0.2679164;0.32597876;0.62126742;5.6726941;6.43662906;1.8206702;1.91688786;1.91108162;1.95504314;2.08941606;2.75381552;2.79280026;3.10550764;4.4533842;5.7655939;5.9779363;7.16987392;6.31552754;6.5087923;4.25597214;7.43944924;8.3584937;7.16655608;4.91290644;5.82614466;2.7322495;2.85583942;2.84837426;2.83759124;2.64100862;2.62524884;2.74635036;2.65179164;2.56552754;2.75298606;6.36612476;7.31585932;7.12923026;3.19840744;2.45603848;2.59207034;2.61778368;2.60534174;2.63520238;2.68248176;2.6791639;2.62193098;2.60202388;2.58543464;2.52820172;2.71648972;2.70072992;2.59787658;2.49004644;2.38885202;2.39880558;2.39714664;2.41539482;2.4867286;2.74386198;2.28599868;0.47030524;1.32133378;5.27123424;5.33676178;5.75564034;4.18546782;3.97229596;1.06171202;1.08659588;1.12972794;1.1902787;1.27986066;1.33211678;1.24419376;1.09323158;1.11313868;1.78832116;1.44326476;1.00779694;1.04595222;1.45238886;1.03931652;1.12972794;1.35036496;1.11977438;1.12972794;1.19857332;1.37276046;0.6370272;0.62873258;0.49933642;0.8054081;0.5665229;0.91406768;1.26493032;3.07149966;2.86911082;2.75298606;3.0109489;2.89067684;2.91970802;3.0043132;2.60783012;2.59455872;2.59207034;3.07813536;2.93297942;2.84671532;2.84671532;3.08560054;2.82183146;2.82846716;3.23158594;2.85335102;2.67833444;2.77372262;2.75962176;2.9669874;3.55009954;3.57581288;3.34190444;3.33775714;3.2987724;3.28715992;3.2655939;3.97063702;3.53268082;3.69276708;3.7234572;4.1240876;2.20968812;1.8604844;1.85218978;1.73772396;2.0885866;1.49137358;1.83808892;2.2942933;3.3493696;5.76808228;5.89084274;5.89001328;6.27488388;6.34538818;8.0466158;8.85783012;8.91423358;8.94492368;8.9092568;8.6571002;8.65378234;9.27753816;9.2742203;8.36595886;7.86828136;7.8185136;6.50796284;5.9688122;5.8493696;5.88835434;5.73407432;5.12193098;5.01078302;5.453716;7.04794294;8.47213006;6.75099536;8.76824818;10.38155276;10.50348374;6.95670206;6.91108162;5.45869276;5.72495024;5.6926012;6.29893828;12.62276046;15.71084936;15.4246848;11.67883212;8.4356337;8.70189118;8.62641008;7.79362972;6.8737558;6.11562708;6.09240212;6.46648972;6.72942932;6.54694758;5.5466158;5.88420704;5.43049104;5.2853351;5.60467816;5.01493032;4.94110816;5.3475448;5.68181818;5.08958196;4.98755806;4.91954214;4.95852688;5.5598872;4.27339084;3.91091572;3.61313868
6;3.39084274;3.2589582;3.22080292;3.4489051;3.57166556;3.4621765;3.42816854;3.4978434;3.2058726;3.18264764;3.3825481;3.30706702;3.32116788;3.3253152;3.91423358;3.63636364;3.54014598;3.18430656;2.81021898;3.74087592;3.75414732;3.49950232;3.01675514;3.2257797;3.40992038;3.37674188;2.64100862;3.8030856;3.72926344;3.52106834;2.9711347;3.27969476;3.73506968;3.67783676;3.18181818;3.09389516;3.8561712;3.77571334;3.4555408;3.69940278;3.72428666;3.72594558;3.76078302;3.28384208;3.43729264;3.4314864;2.8649635;3.1660584;3.56585932;3.6371931;3.69442602;3.4646649;3.38171864;3.51857996;3.44724618;3.45637028;3.5973789;3.42733908;4.31901128;5.6594227;5.55491042;6.12309224;6.20189118;5.68181818;5.26957532;3.64714664;3.28135368;3.5642004;3.68281354;3.4115793;3.4489051;3.70023224;3.63636364;3.33112144;3.25066358;3.39996682;3.52770404;3.24402786;2.92385534;2.9976775;2.9868945;3.18430656;3.29711348;3.36181154;7.58045786;7.1151294;7.1060053;5.85268746;6.6813205;7.94376244;9.23523556;9.38370936;9.0552422;8.00099536;10.05557398;10.2057067;9.81337094;9.86811546;10.06469808;8.14117452;10.32183146;11.36778368;8.86363636;7.86994028;6.64897146;6.64067684;7.45520902;5.3276377;6.969144;5.52339084;6.49635036;6.25580624;5.65527538;7.47926344;5.42634372;7.62110152;5.8850365;7.60865958;6.27073656;7.69077638;5.72495024;5.54163902;3.64797612;5.45537492;3.66290644;6.22677504;4.58941606;8.25978766;7.04794294;8.46383544;5.984572;7.45272064;7.29180492;5.7921367;7.65510948;7.61114798;5.54163902;7.31917718;7.34571998;6.5419708;5.90411414;5.93065694;4.1439947;5.62956204;5.39316522;3.50862642;5.4205375;5.73324486;5.51426676;6.515428;7.33742534;6.62325812;5.21483078;6.23921698;6.78002654;6.69873922;6.95089582;7.45520902;6.24751162;7.91721964;5.66357;7.98108826;5.97461844;8.2896483;5.8651294;7.7521566;5.76144658;7.0023225;7.18065694;6.49054412;6.98822164;7.8185136;7.02720638;7.32913072;7.65676842;9.53218314;7.61778368;8.80889184;7.87076974;7.29097544;8.1926012;7.84422694;6.95670206;9.01625746;7.2478434;8.13205044;10.09787658;6.95836098;9.38536828;7.0661911;9.5089582;8.44973458;9.10666888;8.98142004;8.37757134;8.50945588;9.4202057;8.64134042;8.5243862;9.19790976;8.95487724;8.26808228;8.73921698;9.60019908;13.95155938;12.68745852;10.92402124;9.41688786;8.60982084;9.92783676;8.71848042;9.99834108;9.18463836;14.39781022;13.33941606;12.62276046;6.89781022;7.53732582;6.27073656;7.58294626;8.0242203;7.3341075;7.92219642;7.4734572;6.9666556;9.87309224;8.83875248;9.91207698;9.39283344;10.17584606;7.82846716;9.35053086;8.2125083;8.09140676;9.26260784;7.38968148;8.75082946;6.69873922;7.30258792;8.1104844;8.03168546;8.57332448;11.41838088;7.90643662;8.52936298;8.97395488;9.01293962;7.12674188;8.74585268;7.7388852;7.93297942;8.15776376;6.86380226;8.4090909;6.31303916;8.51526212;4.82000664;7.74054412;4.91041804;6.46648972;5.63205044;5.08128732;8.6902787;6.48556736;7.43281354;5.25298606;5.36994028;6.62491706;9.21615792;12.57050432;10.75315196;15.17833444;9.01045122;10.29362972;5.97627738;8.11546118;6.60749834;10.16921036;9.23772396;9.53798938;13.86363636;12.77621102;10.79379562;11.74187126;15.91904446;12.73805574;13.13122096;9.99834108
